seed,heldout_corner,candidate_id,repeats,delay_span_ns,power_span_uW
4,typical,64,2,0.0,0.0
4,typical,66,2,0.0,0.0
4,typical,67,5,0.0,0.0
4,typical,68,3,0.0,0.0
4,typical,69,4,0.0,0.0
4,typical,70,2,0.0,0.0
4,typical,71,2,0.0,0.0
4,typical,72,3,0.0,0.0
4,typical,74,2,0.0,0.0
4,typical,75,2,0.0,0.0
4,typical,76,3,0.0,0.0
4,typical,77,3,0.0,0.0
4,typical,78,4,0.0,0.0
4,typical,79,3,0.0,0.0
4,typical,81,3,0.0,0.0
4,typical,82,2,0.0,0.0
4,typical,83,3,0.0,0.0
4,typical,84,3,0.0,0.0
4,typical,85,2,0.0,0.0
4,typical,86,3,0.0,0.0
4,typical,87,3,0.0,0.0
4,typical,89,4,0.0,0.0
4,typical,90,5,0.0,0.0
4,typical,93,2,0.0,0.0
4,typical,94,4,0.0,0.0
4,typical,95,3,0.0,0.0
