candidate_id,pdk,process_node_nm,cell_family,cell_variant,source_cell_variant,drive_strength,input_arc,inverting,input_count,transistor_count,total_n_width_um,total_p_width_um,Vdd,Temp,slew_ns,Cload_pF,corner,seed,heldout_corner,query_order
0,SKY130,130,INV,INV_1,INV_1,1,A_to_Y,1,1,2,0.65,1.0,1.6420691889554437,26.48381168830396,5.302734747379349,0.09352580681013943,typical,0,typical,35
1,SKY130,130,INV,INV_1,INV_1,1,A_to_Y,1,1,2,0.65,1.0,1.9718807940134055,14.849123770824391,1.615100650944299,0.19146378164942418,typical,0,typical,3
2,SKY130,130,INV,INV_1,INV_1,1,A_to_Y,1,1,2,0.65,1.0,1.916872246848796,43.3617878042041,10.758951548563749,0.10594890192058291,typical,0,typical,51
3,SKY130,130,INV,INV_1,INV_1,1,A_to_Y,1,1,2,0.65,1.0,1.8453476248148717,111.295375056902,8.961914632925875,0.017815361385406688,typical,0,typical,19
4,SKY130,130,INV,INV_1,INV_1,1,A_to_Y,1,1,2,0.65,1.0,1.6988950883521323,-30.149851055153878,3.9440105147436824,0.17127560710322035,typical,0,typical,67
5,SKY130,130,INV,INV_1,INV_1,1,A_to_Y,1,1,2,0.65,1.0,1.7530669300498876,85.64905695609801,7.880740246283169,0.05943676297688358,typical,0,typical,83
6,SKY130,130,INV,INV_4,INV_4,4,A_to_Y,1,1,8,2.6,4.0,1.74462218815284,-29.703411214047414,1.653268754435526,0.10509351158860042,typical,0,typical,52
7,SKY130,130,INV,INV_4,INV_4,4,A_to_Y,1,1,8,2.6,4.0,1.8708472438193076,110.68963203944449,8.831757366109962,0.14114956374454812,typical,0,typical,68
8,SKY130,130,INV,INV_4,INV_4,4,A_to_Y,1,1,8,2.6,4.0,1.9672802909181202,-4.34605044669636,10.684361590049464,0.061648250501609166,typical,0,typical,4
9,SKY130,130,INV,INV_4,INV_4,4,A_to_Y,1,1,8,2.6,4.0,1.6346528832004132,39.91696030685351,4.9020350812515785,0.08473790053439233,typical,0,typical,84
10,SKY130,130,INV,INV_4,INV_4,4,A_to_Y,1,1,8,2.6,4.0,1.8316223052374294,90.50846772717378,6.01685339741412,0.024375180310467072,typical,0,typical,36
11,SKY130,130,INV,INV_4,INV_4,4,A_to_Y,1,1,8,2.6,4.0,1.6859578960522066,64.09081825277966,3.023827333052767,0.19264011257446315,typical,0,typical,20
12,SKY130,130,NAND2,NAND2_1,NAND2_1,1,A_to_Y__B=1,1,2,4,1.3,2.0,1.7846539526219825,33.331758978627676,1.6157584804888998,0.17887587432754531,typical,0,typical,87
13,SKY130,130,NAND2,NAND2_1,NAND2_1,1,A_to_Y__B=1,1,2,4,1.3,2.0,1.9392872482885009,115.21379113787037,10.579388403293905,0.09469352931497191,typical,0,typical,7
14,SKY130,130,NAND2,NAND2_1,NAND2_1,1,A_to_Y__B=1,1,2,4,1.3,2.0,1.8145639229058788,58.7155291110478,3.1352171051142155,0.018010757622408252,typical,0,typical,39
